ensembl_gene_id	hgnc_symbol	chromosome_name	start_position	end_position	band	gene_biotype
ENSG00000250382		13	41631306	41721972	q14.11	lincRNA
ENSG00000250044		19	45632292	45641075	q13.32	lincRNA
ENSG00000244957		13	41703822	41706935	q14.11	lincRNA
ENSG00000244848		13	41707075	41810822	q14.11	lincRNA
ENSG00000211898		14	106303099	106312010	q32.33	IG_C_gene
ENSG00000248000		19	45976341	45978414	q13.32	lincRNA
ENSG00000248042		19	46144188	46148607	q13.32	lincRNA
ENSG00000247476		13	41765991	41768607	q14.11	lincRNA
ENSG00000246156		19	46893715	46896666	q13.32	lincRNA
ENSG00000247513		13	41792719	41794134	q14.11	lincRNA
ENSG00000248985		19	46969762	46973693	q13.32	lincRNA
ENSG00000246803		19	47421933	47504632	q13.32	lincRNA
ENSG00000247502		13	42535305	42555700	q14.11	lincRNA
ENSG00000245602		19	47987539	47999639	q13.32	lincRNA
ENSG00000211899	IGHM	14	106320349	106322323	q32.33	IG_C_gene
ENSG00000247944		13	42876243	42884992	q14.11	lincRNA
ENSG00000246631		13	45007661	45154567	q14.11	lincRNA
ENSG00000250291		19	48586089	48604226	q13.33	lincRNA
ENSG00000247217		19	48758932	48761452	q13.33	lincRNA
ENSG00000250633		13	45958266	45961128	q14.13	lincRNA
ENSG00000246060		13	45976257	45983407	q14.13	lincRNA
ENSG00000246646		19	48978357	48985570	q13.33	lincRNA
ENSG00000246013	NCRNA00282	13	52387483	52419286	q14.3	lincRNA
ENSG00000249897		19	49871962	49891338	q13.33	lincRNA
ENSG00000211900		14	106329408	106329468	q32.33	IG_J_gene
ENSG00000245041		19	50341907	50354933	q13.33	lincRNA
ENSG00000237111		14	106329626	106329675	q32.33	IG_J_pseudogene
ENSG00000245521		13	52703027	52706855	q14.3	lincRNA
ENSG00000250401		19	50487908	50490961	q13.33	lincRNA
ENSG00000248190		13	53263722	53274883	q14.3	lincRNA
ENSG00000242472		14	106330024	106330072	q32.33	IG_J_gene
ENSG00000251384		19	52188616	52196709	q13.41	lincRNA
ENSG00000247181		13	76099350	76111991	q22.2	lincRNA
ENSG00000250925		13	79890355	79924372	q31.1	lincRNA
ENSG00000248856		19	52308065	52313804	q13.41	lincRNA
ENSG00000240041		14	106330425	106330470	q32.33	IG_J_gene
ENSG00000248922		13	95357000	95360750	q32.1	lincRNA
ENSG00000246125		19	52452415	52484613	q13.41	lincRNA
ENSG00000250280		13	95413195	95587660	q32.1	lincRNA
ENSG00000249246		19	52561744	52566956	q13.41	lincRNA
ENSG00000250142		13	98647466	98652538	q32.2	lincRNA
ENSG00000242887		14	106330797	106330845	q32.33	IG_J_gene
ENSG00000245697		19	52567017	52570821	q13.41	lincRNA
ENSG00000247365		13	98674417	98676530	q32.2	lincRNA
ENSG00000246015		19	52892095	52901010	q13.41	lincRNA
ENSG00000250780		13	99155296	99158256	q32.2	lincRNA
ENSG00000233552		13	100139216	100149026	q32.3	lincRNA
ENSG00000237547		14	106331003	106331062	q32.33	IG_J_pseudogene
ENSG00000250160		13	112851664	112855312	q34	lincRNA
ENSG00000248326		19	53014696	53017285	q13.41	lincRNA
ENSG00000211904		14	106331409	106331460	q32.33	IG_J_gene
ENSG00000245472		19	53207533	53343030	q13.41	lincRNA
ENSG00000249983		18	66401969	66422236	q22.1	lincRNA
ENSG00000248402		18	68047378	68243317	q22.2	lincRNA
ENSG00000245932		19	53300661	53446075	q13.41	lincRNA
ENSG00000211905		14	106331617	106331668	q32.33	IG_J_gene
ENSG00000251565		18	70818476	70931715	q22.3	lincRNA
ENSG00000251255		19	53517584	53519833	q13.41	lincRNA
ENSG00000236597		14	106331761	106331771	q32.33	IG_D_gene
ENSG00000248481		19	55550479	55553257	q13.42	lincRNA
ENSG00000249659		19	55670307	55688908	q13.42	lincRNA
ENSG00000227335	IGHJ1P	14	106331834	106331888	q32.33	IG_J_pseudogene
ENSG00000249969		19	55728028	55732984	q13.42	lincRNA
ENSG00000251302		18	72225648	72229335	q22.3	lincRNA
ENSG00000248386		19	56578050	56590164	q13.43	lincRNA
ENSG00000248784		18	73408038	73424340	q23	lincRNA
ENSG00000211907		14	106346892	106346911	q32.33	IG_D_gene
ENSG00000245902		19	56905087	56910541	q13.43	lincRNA
ENSG00000247544		18	74240612	74271783	q23	lincRNA
ENSG00000225825		14	106347397	106347414	q32.33	IG_D_gene
ENSG00000247645		18	74327169	74337889	q23	lincRNA
ENSG00000211909		14	106349761	106349780	q32.33	IG_D_gene
ENSG00000250660		19	56979088	56987270	q13.43	lincRNA
ENSG00000245443		19	57056935	57078774	q13.43	lincRNA
ENSG00000249424		18	75683255	75692482	q23	lincRNA
ENSG00000227196		14	106350728	106350746	q32.33	IG_D_gene
ENSG00000246247		19	57065489	57066783	q13.43	lincRNA
ENSG00000215726		18	696225	698160	p11.32	lincRNA
ENSG00000250702		19	57154523	57168614	q13.43	lincRNA
ENSG00000251082		18	3190395	3247275	p11.31	lincRNA
ENSG00000211911		14	106351889	106351919	q32.33	IG_D_gene
ENSG00000248561		19	57321477	57327470	q13.43	lincRNA
ENSG00000251512		18	3653410	3656280	p11.31	lincRNA
ENSG00000249567	MIMT1	19	57352270	57359922	q13.43	lincRNA
ENSG00000250093		18	3983130	4248697	p11.31	lincRNA
ENSG00000246220		19	57931023	57939798	q13.43	lincRNA
ENSG00000211912		14	106354409	106354436	q32.33	IG_D_gene
ENSG00000245452		18	5232875	5238525	p11.31	lincRNA
ENSG00000247474		19	58071347	58075488	q13.43	lincRNA
ENSG00000250014		19	58360099	58368657	q13.43	lincRNA
ENSG00000250545		19	58373301	58376612	q13.43	lincRNA
ENSG00000249597		18	6256746	6260930	p11.31	lincRNA
ENSG00000237020		14	106357049	106357065	q32.33	IG_D_gene
ENSG00000225702		19	58377136	58379953	q13.43	lincRNA
ENSG00000248723		18	6919495	6929868	p11.31	lincRNA
ENSG00000250883		10	5015558	5017273	p15.1	lincRNA
ENSG00000211914		14	106357557	106357577	q32.33	IG_D_gene
ENSG00000247043		10	11294439	11298627	p14	lincRNA
ENSG00000248372		10	13724521	13726874	p13	lincRNA
ENSG00000211915		14	106359400	106359419	q32.33	IG_D_gene
ENSG00000248743		10	15211104	15221737	p13	lincRNA
ENSG00000245382		18	19746859	19748929	q11.2	lincRNA
ENSG00000246675		10	18941165	18943952	p12.31	lincRNA
ENSG00000246302		18	22208146	22242162	q11.2	lincRNA
ENSG00000227800		14	106360366	106360381	q32.33	IG_D_gene
ENSG00000246935		10	21803940	21807206	p12.31	lincRNA
ENSG00000250408		18	29122111	29136874	q12.1	lincRNA
ENSG00000211917		14	106361492	106361528	q32.33	IG_D_gene
ENSG00000246873		10	26853755	26855838	p12.1	lincRNA
ENSG00000249271		18	29992145	29993199	q12.1	lincRNA
ENSG00000249968		10	29743271	29746228	p11.23	lincRNA
ENSG00000248825		18	34481909	34503777	q12.2	lincRNA
ENSG00000211918		14	106363815	106363845	q32.33	IG_D_gene
ENSG00000250659		10	29941944	30543666	p11.23	lincRNA
ENSG00000249862		18	36786888	37380282	q12.3	lincRNA
ENSG00000248361		10	31651683	31653076	p11.22	lincRNA
ENSG00000236623		10	42383279	42391866	q11.21	lincRNA
ENSG00000227108		14	106366496	106366512	q32.33	IG_D_gene
ENSG00000250872		18	41903401	42111662	q12.3	lincRNA
ENSG00000228637		10	42388477	42396474	q11.21	lincRNA
ENSG00000250270		18	43087167	43130146	q12.3	lincRNA
ENSG00000211920		14	106367000	106367020	q32.33	IG_D_gene
ENSG00000249136		10	46347379	46349135	q11.22	lincRNA
ENSG00000250000		10	49782017	49813142	q11.22	lincRNA
ENSG00000248078		18	43914928	43917171	q21.1	lincRNA
ENSG00000248534		10	50532231	50535535	q11.23	lincRNA
ENSG00000248524		18	47340393	47377429	q21.1	lincRNA
ENSG00000211921		14	106368507	106368529	q32.33	IG_D_gene
ENSG00000248941		18	52546688	52548040	q21.2	lincRNA
ENSG00000250988		10	51388340	51849870	q11.23	lincRNA
ENSG00000251494		18	52961195	53230487	q21.2	lincRNA
ENSG00000250653		10	61811442	61814831	q21.2	lincRNA
ENSG00000232543		14	106369474	106369489	q32.33	IG_D_gene
ENSG00000246990		18	53443958	53448952	q21.2	lincRNA
ENSG00000248301		10	63852523	63856700	q21.2	lincRNA
ENSG00000251397		10	65633370	65647064	q21.3	lincRNA
ENSG00000249134		18	55471012	55474049	q21.31	lincRNA
ENSG00000247499		10	70545609	70550589	q21.3	lincRNA
ENSG00000248436		18	59415409	59420910	q21.33	lincRNA
ENSG00000211923		14	106370355	106370385	q32.33	IG_D_gene
ENSG00000246025		10	72370073	72428508	q22.1	lincRNA
ENSG00000249546		18	60249038	60253962	q21.33	lincRNA
ENSG00000246923		18	65183783	65566853	q22.1	lincRNA
ENSG00000247170		10	74767366	74776047	q22.1	lincRNA
ENSG00000211924		14	106370539	106370569	q32.33	IG_D_gene
ENSG00000251086		10	74857802	74861055	q22.1	lincRNA
ENSG00000244941		10	75545335	75547998	q22.2	lincRNA
ENSG00000249935		1	134773	139697	p36.33	lincRNA
ENSG00000250779		10	75868418	75872105	q22.2	lincRNA
ENSG00000211925		14	106373069	106373099	q32.33	IG_D_gene
ENSG00000250279		10	77168915	77171082	q22.2	lincRNA
ENSG00000250578		10	79393869	79397564	q22.3	lincRNA
ENSG00000248149		1	465694	688071	p36.33	lincRNA
ENSG00000250793		10	87403830	87407823	q23.1	lincRNA
ENSG00000237197		14	106375766	106375782	q32.33	IG_D_gene
ENSG00000245123		1	1535819	1545864	p36.33	lincRNA
ENSG00000249292		10	88708434	88857348	q23.2	lincRNA
ENSG00000251327		1	1590488	1872551	p36.33	lincRNA
ENSG00000228131		14	106376269	106376286	q32.33	IG_D_gene
ENSG00000245981		10	89698640	89708694	q23.31	lincRNA
ENSG00000246664		10	93389231	93392828	q23.32	lincRNA
ENSG00000248957		1	1815600	1818638	p36.33	lincRNA
ENSG00000211928		14	106378116	106378135	q32.33	IG_D_gene
ENSG00000215059		1	2121264	2166793	p36.33	lincRNA
ENSG00000250201		10	99378562	99382516	q24.2	lincRNA
ENSG00000250449		1	6653265	6663744	p36.31	lincRNA
ENSG00000248959		10	103596053	103599032	q24.32	lincRNA
ENSG00000250797		1	16862277	16998597	p36.13	lincRNA
ENSG00000233655		14	106379081	106379096	q32.33	IG_D_gene
ENSG00000245773		10	104209595	104216051	q24.32	lincRNA
ENSG00000245549		1	16946910	16951432	p36.13	lincRNA
ENSG00000249753		1	17757837	17874245	p36.13	lincRNA
ENSG00000244967		10	104958490	105036751	q24.33	lincRNA
ENSG00000211930		14	106380218	106380248	q32.33	IG_D_gene
ENSG00000246569		1	19954285	19956315	p36.13	lincRNA
ENSG00000245012		10	105401922	105408105	q24.33	lincRNA
ENSG00000250744		1	20010584	20016628	p36.13	lincRNA
ENSG00000246977		10	106072594	106098199	q25.1	lincRNA
ENSG00000247471		1	21080976	21083505	p36.12	lincRNA
ENSG00000248776		10	128939563	128964289	q26.2	lincRNA
ENSG00000211931		14	106382685	106382715	q32.33	IG_D_gene
ENSG00000247196		1	23848422	23854911	p36.12	lincRNA
ENSG00000244919		10	131910186	131919006	q26.3	lincRNA
ENSG00000247296		1	23940283	23945957	p36.11	lincRNA
ENSG00000246629		4	1203908	1212363	p16.3	lincRNA
ENSG00000236170		14	106385361	106385377	q32.33	IG_D_gene
ENSG00000251227		1	27044485	27047361	p36.11	lincRNA
ENSG00000250937		4	3965558	4010951	p16.3	lincRNA
ENSG00000245460		1	28805408	28829283	p35.3	lincRNA
ENSG00000211933		14	106405611	106406108	q32.33	IG_V_gene
ENSG00000248614		4	4034897	4076780	p16.3	lincRNA
ENSG00000245178		1	28835514	28837109	p35.3	lincRNA
ENSG00000254279		14	106411066	106411245	q32.33	IG_V_pseudogene
ENSG00000246649		1	39992331	39995543	p34.3	lincRNA
ENSG00000249822		4	10069715	10074643	p16.1	lincRNA
ENSG00000250648		1	40932412	40938148	p34.2	lincRNA
ENSG00000249512		4	13527943	13533041	p15.33	lincRNA
ENSG00000247823		1	41480262	41509559	p34.2	lincRNA
ENSG00000211934		14	106452671	106453170	q32.33	IG_V_gene
ENSG00000250809		1	44964642	44969005	p34.1	lincRNA
ENSG00000225917		4	16228286	16259810	p15.32	lincRNA
ENSG00000246279		1	45769863	45771290	p34.1	lincRNA
ENSG00000251202		1	46162730	46165067	p34.1	lincRNA
ENSG00000253780		14	106467677	106467967	q32.33	IG_V_pseudogene
ENSG00000251507		4	17484658	17541243	p15.32	lincRNA
ENSG00000248250		1	46396865	46399249	p34.1	lincRNA
ENSG00000245332		1	54447917	54452234	p32.3	lincRNA
ENSG00000248303		1	54515817	54518429	p32.3	lincRNA
ENSG00000245325		4	37612257	37614793	p14	lincRNA
ENSG00000211935		14	106471246	106471723	q32.33	IG_V_gene
ENSG00000245726		1	55222573	55230161	p32.3	lincRNA
ENSG00000244861		1	55681081	55683124	p32.3	lincRNA
ENSG00000248412		4	38828545	38831120	p14	lincRNA
ENSG00000248141		1	61590158	61597315	p31.3	lincRNA
ENSG00000248948		4	39599081	39604927	p14	lincRNA
ENSG00000211936		14	106478110	106478603	q32.33	IG_V_gene
ENSG00000248905		1	65253520	65668079	p31.3	lincRNA
ENSG00000246290		4	39955059	39959114	p14	lincRNA
ENSG00000249294		1	67863729	67866317	p31.3	lincRNA
ENSG00000245728		4	49328036	49513303	p11	lincRNA
ENSG00000249107		1	79034380	79129763	p31.1	lincRNA
ENSG00000250443		4	54429734	54898808	q12	lincRNA
ENSG00000249070		1	86123930	86126130	p22.3	lincRNA
ENSG00000249496		4	57095801	57112587	q12	lincRNA
ENSG00000247275		1	89488180	89515726	p22.2	lincRNA
ENSG00000211937		14	106494135	106494597	q32.33	IG_V_gene
ENSG00000250128		4	57488955	57492377	q12	lincRNA
ENSG00000246838		1	100731741	100755636	p21.2	lincRNA
ENSG00000250265		4	71655927	71659273	q13.3	lincRNA
ENSG00000250110		1	109965123	109968162	p13.3	lincRNA
ENSG00000245879		4	74963583	74964913	q13.3	lincRNA
ENSG00000253387		14	106495898	106495996	q32.33	IG_V_pseudogene
ENSG00000248310		1	110911021	110915625	p13.3	lincRNA
ENSG00000250717		1	113504524	113517910	p13.2	lincRNA
ENSG00000251531		4	75144014	75196255	q13.3	lincRNA
ENSG00000251057		1	118320271	118321523	p12	lincRNA
ENSG00000249366		4	87913620	87918913	q21.3	lincRNA
ENSG00000246170		1	118406111	118411617	p12	lincRNA
ENSG00000254053		14	106501831	106502091	q32.33	IG_V_pseudogene
ENSG00000250009		4	103698194	103720732	q24	lincRNA
ENSG00000249401		1	119952263	120078855	p12	lincRNA
ENSG00000247433		1	120390862	120534179	p12	lincRNA
ENSG00000253763		14	106511782	106512231	q32.33	IG_V_pseudogene
ENSG00000249707		1	144145918	144621089	q21.1	lincRNA
ENSG00000245205		4	106405805	106407514	q24	lincRNA
ENSG00000249137		1	144620551	144811396	q21.1	lincRNA
ENSG00000246493	SNHG8	4	119199914	119200974	q26	lincRNA
ENSG00000249788		1	146086591	146088636	q21.1	lincRNA
ENSG00000211938		14	106518400	106518932	q32.33	IG_V_gene
ENSG00000251150		1	147628427	147630473	q21.2	lincRNA
ENSG00000251240		1	147751386	147761694	q21.2	lincRNA
ENSG00000245622		4	119585252	119605621	q26	lincRNA
ENSG00000211939		14	106539079	106539577	q32.33	IG_V_gene
ENSG00000250166		4	125421097	125479589	q28.1	lincRNA
ENSG00000251362		1	148573003	148735857	q21.2	lincRNA
ENSG00000246458		4	129431493	129436412	q28.2	lincRNA
ENSG00000245214		1	150130000	150131841	q21.2	lincRNA
ENSG00000251121		4	140539293	140544386	q31.1	lincRNA
ENSG00000248003		1	150565059	150590027	q21.3	lincRNA
ENSG00000211940		14	106552285	106552809	q32.33	IG_V_gene
ENSG00000246674		1	150583859	150587960	q21.3	lincRNA
ENSG00000248331		4	141023021	141026668	q31.1	lincRNA
ENSG00000248299		4	144738948	144750505	q31.21	lincRNA
ENSG00000248900		1	152051988	152053381	q21.3	lincRNA
ENSG00000254117		14	106559546	106559975	q32.33	IG_V_pseudogene
ENSG00000247613		1	153518230	153524245	q21.3	lincRNA
ENSG00000248759		4	152044022	152046413	q31.3	lincRNA
ENSG00000248154		4	153662550	153667773	q31.3	lincRNA
ENSG00000234010		1	153895879	153907635	q21.3	lincRNA
ENSG00000245623		4	153855672	153857989	q31.3	lincRNA
ENSG00000211941		14	106573233	106573800	q32.33	IG_V_gene
ENSG00000247790		1	154128842	154155659	q21.3	lincRNA
ENSG00000248358		4	166651932	166664223	q32.3	lincRNA
ENSG00000246604		1	154183832	154186381	q21.3	lincRNA
ENSG00000244859		1	156219017	156235954	q22	lincRNA
ENSG00000249097		4	174183023	174185840	q34.1	lincRNA
ENSG00000254215		14	106576803	106577069	q32.33	IG_V_pseudogene
ENSG00000239335		4	184653378	184658726	q35.1	lincRNA
ENSG00000250495		1	156638558	156647199	q23.1	lincRNA
ENSG00000254174		14	106579014	106579303	q32.33	IG_V_pseudogene
ENSG00000250225		1	160743317	160746080	q23.3	lincRNA
ENSG00000249161		4	185427282	185436808	q35.1	lincRNA
ENSG00000250899		1	165614898	165617895	q24.1	lincRNA
ENSG00000248171		8	592363	601884	p23.3	lincRNA
ENSG00000211942		14	106586137	106586667	q32.33	IG_V_gene
ENSG00000245529		1	167596622	167599911	q24.2	lincRNA
ENSG00000244964		8	607192	611619	p23.3	lincRNA
ENSG00000253412		14	106598995	106599285	q32.33	IG_V_pseudogene
ENSG00000247291		1	173204199	173446294	q25.1	lincRNA
ENSG00000247665		8	10980891	10983574	p23.1	lincRNA
ENSG00000246553		1	178110354	178121208	q25.2	lincRNA
ENSG00000247397		8	12394588	12523137	p23.1	lincRNA
ENSG00000253709		14	106602580	106602820	q32.33	IG_V_pseudogene
ENSG00000245075		1	179831573	179833589	q25.2	lincRNA
ENSG00000245778		1	179836662	179846917	q25.2	lincRNA
ENSG00000211943		14	106610313	106610852	q32.33	IG_V_gene
ENSG00000247866		1	180150090	180167167	q25.2	lincRNA
ENSG00000253458		14	106620270	106620489	q32.33	IG_V_pseudogene
ENSG00000250065		1	182709783	182710939	q25.3	lincRNA
ENSG00000250168		8	17028531	17034318	p22	lincRNA
ENSG00000247330		1	182806325	182808726	q25.3	lincRNA
ENSG00000251335		1	195727482	195732530	q31.3	lincRNA
ENSG00000248888		8	22277142	22280192	p21.3	lincRNA
ENSG00000211944		14	106621894	106622419	q32.33	IG_V_gene
ENSG00000249227		1	202590423	202594367	q32.1	lincRNA
ENSG00000251263		8	22446386	22451090	p21.3	lincRNA
ENSG00000245176		8	26222806	26228645	p21.2	lincRNA
ENSG00000247743		8	28779448	28922453	p12	lincRNA
ENSG00000245250		1	202892023	202936383	q32.1	lincRNA
ENSG00000254210		14	106627589	106627721	q32.33	IG_V_pseudogene
ENSG00000247614		1	205685228	205719310	q32.1	lincRNA
ENSG00000251496		1	211536969	211548284	q32.3	lincRNA
ENSG00000251116		8	30044817	30047775	p12	lincRNA
ENSG00000248678		1	222646952	222650378	q41	lincRNA
ENSG00000251475		8	54811569	54821517	q11.23	lincRNA
ENSG00000254046		14	106631031	106631449	q32.33	IG_V_pseudogene
ENSG00000251190		1	227931532	227934895	q42.13	lincRNA
ENSG00000246352		8	54955553	54957513	q11.23	lincRNA
ENSG00000250941		1	228155359	228158853	q42.13	lincRNA
ENSG00000245424		8	68256069	68404082	q13.2	lincRNA
ENSG00000249800		1	231464488	231467017	q42.2	lincRNA
ENSG00000211945		14	106641563	106642056	q32.33	IG_V_gene
ENSG00000245850		1	231499503	231504855	q42.2	lincRNA
ENSG00000242567		8	71032123	71037863	q13.3	lincRNA
ENSG00000248169		1	241505195	241513514	q43	lincRNA
ENSG00000251683		8	74360963	74365458	q21.11	lincRNA
ENSG00000250146		1	245384437	245387587	q44	lincRNA
ENSG00000251625		8	74457901	74459905	q21.11	lincRNA
ENSG00000253883		14	106653371	106653661	q32.33	IG_V_pseudogene
ENSG00000249010		1	246357588	246363989	q44	lincRNA
ENSG00000244833		8	81806189	81864554	q21.13	lincRNA
ENSG00000245759		1	246830009	246831638	q44	lincRNA
ENSG00000250373		8	82608603	82610929	q21.13	lincRNA
ENSG00000211946		14	106667581	106668095	q32.33	IG_V_gene
ENSG00000248786		22	19402955	19409368	q11.21	lincRNA
ENSG00000250369		22	19448568	19554330	q11.21	lincRNA
ENSG00000249665		8	86758420	86788848	q21.2	lincRNA
ENSG00000253996		14	106669468	106669951	q32.33	IG_V_pseudogene
ENSG00000249923		22	20186252	20192441	q11.21	lincRNA
ENSG00000250531		8	86776895	86816316	q21.2	lincRNA
ENSG00000240269		22	23154489	23247204	q11.22	lincRNA
ENSG00000211947		14	106691673	106692203	q32.33	IG_V_gene
ENSG00000253957		14	106714360	106714821	q32.33	IG_V_pseudogene
ENSG00000248983		8	86816449	86840697	q21.2	lincRNA
ENSG00000245613		8	98737115	98742478	q22.1	lincRNA
ENSG00000247349		22	24201144	24203477	q11.23	lincRNA
ENSG00000225686		22	24526825	24535705	q11.23	lincRNA
ENSG00000248638		8	102019205	102029741	q22.3	lincRNA
ENSG00000253345		14	106719955	106720219	q32.33	IG_V_pseudogene
ENSG00000251530		8	102996660	103006905	q22.3	lincRNA
ENSG00000251180		22	25423158	25425294	q11.23	lincRNA
ENSG00000249836		22	30363672	30498134	q12.2	lincRNA
ENSG00000250720		8	104255773	104258560	q22.3	lincRNA
ENSG00000254045		14	106721281	106721308	q32.33	IG_V_pseudogene
ENSG00000249905		22	32896547	32907788	q12.3	lincRNA
ENSG00000244882		8	126257796	126259405	q24.13	lincRNA
ENSG00000251658		22	33048403	33216563	q12.3	lincRNA
ENSG00000211949	IGHV@	14	106725201	106725733	q32.33	IG_V_gene
ENSG00000250002		8	128938355	128943402	q24.21	lincRNA
ENSG00000248594		8	131155672	131239794	q24.21	lincRNA
ENSG00000249067		22	37764001	37768753	q13.1	lincRNA
ENSG00000235456		22	38201236	38203442	q13.1	lincRNA
ENSG00000247396		8	143739819	143747183	q24.3	lincRNA
ENSG00000245809		8	144731830	144738588	q24.3	lincRNA
ENSG00000248198		22	39532704	39537189	q13.1	lincRNA
ENSG00000211950		14	106733144	106733639	q32.33	IG_V_gene
ENSG00000250953		22	39867799	39868646	q13.1	lincRNA
ENSG00000248782		8	144934015	144939422	q24.3	lincRNA
ENSG00000247100		22	40806305	41188085	q13.1	lincRNA
ENSG00000247315		20	278214	280961	p13	lincRNA
ENSG00000253441		14	106745623	106746073	q32.33	IG_V_pseudogene
ENSG00000246892		20	306269	309372	p13	lincRNA
ENSG00000245856		22	41336832	41869260	q13.2	lincRNA
ENSG00000248992		20	322167	325958	p13	lincRNA
ENSG00000249355		22	41994034	41995651	q13.2	lincRNA
ENSG00000250798		20	3126104	3128509	p13	lincRNA
ENSG00000253367		14	106750162	106750402	q32.33	IG_V_pseudogene
ENSG00000247957		20	3907963	3911562	p13	lincRNA
ENSG00000248178		22	43111862	43116852	q13.2	lincRNA
ENSG00000247862		20	5971589	5986467	p12.3	lincRNA
ENSG00000247670		22	46646274	46648542	q13.31	lincRNA
ENSG00000211951		14	106757650	106758116	q32.33	IG_V_gene
ENSG00000245640		20	10642578	10643711	p12.2	lincRNA
ENSG00000249062		22	46623886	47084085	q13.31	lincRNA
ENSG00000245448		20	18467195	18477848	p11.23	lincRNA
ENSG00000249879		22	46999595	47003264	q13.31	lincRNA
ENSG00000248582		20	23026635	23030336	p11.21	lincRNA
ENSG00000246355		22	50276980	50280966	q13.33	lincRNA
ENSG00000253462		14	106765678	106765927	q32.33	IG_V_pseudogene
ENSG00000248043		22	50295451	50298224	q13.33	lincRNA
